,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionHour,TimeSinceLastTransaction,TransactionAmountRelativeToBalance,IsNewDevice,FailedLoginFlag,MahalanobisDistance,Cluster
1985,TX001986,AC00245,77.44,2023-06-26 16:28:59,Debit,Washington,D000218,195.164.171.146,M011,Branch,58,Retired,268,1,1950.63,2024-11-04 08:10:59,16,-42910920.0,0.039699994157272295,True,False,2.6292607110069874,1
2002,TX002003,AC00245,178.55,2023-12-15 16:16:30,Debit,Houston,D000630,16.250.113.156,M076,Branch,55,Engineer,67,1,7568.4,2024-11-04 08:12:21,16,-28050951.0,0.02359151204535766,True,False,3.628643964487594,1
1523,TX001524,AC00246,3.65,2023-02-13 17:48:36,Debit,Miami,D000115,21.28.32.1,M098,Online,69,Doctor,146,1,10017.11,2024-11-04 08:11:01,17,-54397345.0,0.0003643765513562529,True,False,2.1985703779856665,1
1520,TX001521,AC00246,91.23,2023-05-15 16:13:54,Debit,Boston,D000184,32.240.176.64,M003,ATM,72,Retired,86,1,6385.12,2024-11-04 08:08:29,16,-46540475.0,0.014287906861127268,True,False,2.850330668911222,1
1725,TX001726,AC00246,290.86,2023-06-05 17:45:07,Debit,Louisville,D000621,173.232.121.213,M068,Online,45,Doctor,36,1,14631.88,2024-11-04 08:10:45,17,-44720738.0,0.019878511838616428,True,False,3.316797399064522,1
1042,TX001043,AC00246,180.65,2023-12-04 17:54:09,Debit,Charlotte,D000552,10.223.224.50,M012,Branch,22,Student,38,5,816.01,2024-11-04 08:09:50,17,-28995341.0,0.22138208819276617,True,True,2.353237670664491,1
1022,TX001023,AC00246,77.25,2023-12-22 17:49:57,Debit,Virginia Beach,D000142,45.182.28.148,M059,Branch,68,Doctor,157,1,14077.97,2024-11-04 08:07:50,17,-27440273.0,0.005487296815174847,True,False,2.185242198363987,1
963,TX000964,AC00247,10.77,2023-03-08 16:58:31,Debit,Indianapolis,D000253,37.227.215.145,M096,ATM,31,Doctor,178,1,10704.95,2024-11-04 08:10:45,16,-52413134.0,0.001006076627162129,True,False,3.0838502016815226,1
1010,TX001011,AC00247,273.92,2023-05-08 17:54:56,Debit,Virginia Beach,D000602,101.90.40.193,M086,Online,28,Student,35,1,1029.15,2024-11-04 08:09:46,17,-47139290.0,0.26616139274001466,True,False,3.45746937994668,1
172,TX000173,AC00247,177.19,2023-05-15 17:25:28,Debit,Chicago,D000666,130.92.201.49,M088,Online,76,Retired,43,1,5343.3,2024-11-04 08:06:30,17,-46536062.0,0.03316115502936171,True,False,2.6415575458203997,1
1679,TX001680,AC00247,67.25,2023-07-03 16:38:45,Debit,Miami,D000413,42.3.3.101,M013,Online,19,Student,157,1,467.4,2024-11-04 08:11:37,16,-42305572.0,0.14388104099527085,True,False,2.8701520045084834,1
984,TX000985,AC00247,111.26,2023-08-18 17:07:18,Debit,Boston,D000102,138.220.61.84,M096,ATM,66,Doctor,43,1,14350.11,2024-11-04 08:07:47,17,-38329229.0,0.0077532506665431485,True,False,2.543146115299859,1
1571,TX001572,AC00247,101.28,2023-08-23 18:19:06,Credit,Chicago,D000506,81.222.37.186,M023,Online,32,Engineer,75,1,2774.35,2024-11-04 08:06:44,18,-37892858.0,0.03650584808511598,True,False,2.26700195545138,1
1260,TX001261,AC00247,414.77,2024-01-01 17:37:04,Debit,San Francisco,D000577,49.20.211.229,M014,Online,29,Doctor,274,1,5599.81,2024-11-04 08:08:05,17,-26577061.0,0.0740685843375604,True,False,2.0655571196476656,1
323,TX000324,AC00248,138.12,2023-04-11 17:18:50,Credit,Los Angeles,D000182,45.182.28.148,M067,Branch,53,Doctor,281,1,1649.69,2024-11-04 08:11:23,17,-49474353.0,0.08372482051946233,True,False,2.456954255648825,1
1067,TX001068,AC00248,48.77,2023-06-15 17:49:07,Credit,Austin,D000273,110.247.153.70,M013,Online,42,Engineer,51,1,2040.16,2024-11-04 08:08:21,17,-43856354.0,0.02390498772691854,True,False,1.4476221214511058,1
2011,TX002012,AC00248,585.58,2023-09-04 16:13:40,Debit,Raleigh,D000580,175.166.115.182,M091,Branch,23,Student,55,1,1729.02,2024-11-04 08:09:16,16,-36863736.0,0.3386773991123446,True,False,2.5171763319551945,1
2218,TX002219,AC00248,590.68,2023-09-25 16:56:21,Debit,Washington,D000249,179.43.245.131,M037,Branch,27,Student,23,1,852.2,2024-11-04 08:09:15,16,-35046774.0,0.6931236717540051,True,False,1.995857319885379,1
1074,TX001075,AC00248,44.54,2023-10-16 16:23:58,Debit,San Antonio,D000046,81.67.222.238,M048,ATM,31,Engineer,164,1,362.4,2024-11-04 08:07:59,16,-33234241.0,0.12290286636581496,True,False,3.0353482979220634,1
2118,TX002119,AC00248,746.78,2023-11-27 16:29:16,Credit,Mesa,D000243,112.66.191.48,M001,Branch,21,Student,64,1,1699.81,2024-11-04 08:07:44,16,-29605108.0,0.4393314521074035,True,False,6.370691286432826,0
1956,TX001957,AC00248,26.1,2023-12-01 17:45:05,Credit,Detroit,D000017,170.154.69.105,M032,Branch,66,Doctor,115,1,5243.0,2024-11-04 08:10:24,17,-29255119.0,0.004978065983257551,True,False,2.492711489182235,1
210,TX000211,AC00249,304.93,2023-02-24 16:23:22,Debit,Portland,D000700,21.190.11.223,M098,ATM,65,Doctor,158,1,13531.22,2024-11-04 08:08:15,16,-53451893.0,0.02253529244034515,True,False,2.4632201983616633,1
1505,TX001506,AC00249,160.52,2023-08-07 16:15:05,Credit,Jacksonville,D000254,98.255.160.110,M034,ATM,78,Retired,112,1,5379.25,2024-11-04 08:07:59,16,-39282774.0,0.029840591105004248,True,False,2.229496059899837,1
1070,TX001071,AC00249,48.29,2023-09-25 17:58:54,Debit,San Diego,D000295,221.105.243.251,M060,Online,37,Engineer,242,1,8883.4,2024-11-04 08:07:56,17,-35042942.0,0.0054359817125920465,True,False,4.006430757181064,1
1200,TX001201,AC00249,18.41,2023-12-01 17:26:46,Debit,Atlanta,D000028,58.190.9.136,M072,Branch,53,Doctor,168,1,8287.54,2024-11-04 08:11:30,17,-29256284.0,0.0022214070734845235,True,False,1.7997610729063533,1
828,TX000829,AC00249,70.03,2023-12-18 18:34:33,Debit,Nashville,D000005,193.221.15.59,M073,Branch,63,Retired,49,1,7330.31,2024-11-04 08:07:55,18,-27783202.0,0.009553484082455608,True,False,2.4228436006413556,1
1333,TX001334,AC00250,840.16,2023-03-20 16:35:53,Credit,Colorado Springs,D000692,23.163.145.195,M014,Branch,20,Student,68,1,1236.76,2024-11-04 08:12:12,16,-51377779.0,0.6793233878899432,True,False,1.8319548008329873,1
1471,TX001472,AC00250,153.07,2023-04-03 18:37:57,Debit,Detroit,D000503,92.214.76.157,M034,ATM,56,Engineer,116,1,8873.43,2024-11-04 08:12:06,18,-50160849.0,0.01725037553995425,True,False,2.365969134069355,1
2097,TX002098,AC00251,1026.46,2023-06-21 16:40:17,Debit,Philadelphia,D000292,131.41.45.13,M009,Branch,53,Retired,165,1,3134.47,2024-11-04 08:07:24,16,-43342027.0,0.3274748192597957,True,False,1.981574612284968,1
2238,TX002239,AC00251,433.53,2023-10-19 17:06:57,Debit,Philadelphia,D000573,166.79.195.157,M098,Branch,38,Doctor,231,1,6368.32,2024-11-04 08:09:08,17,-32972531.0,0.06807603878562,True,False,2.084426766516045,1
2466,TX002467,AC00251,883.92,2023-11-03 16:08:00,Credit,Tucson,D000058,117.67.192.211,M006,Online,53,Retired,129,1,2342.64,2024-11-04 08:11:08,16,-31680188.0,0.3773178961457249,True,False,2.0362861901432683,1
390,TX000391,AC00251,426.93,2023-12-25 17:05:00,Debit,Omaha,D000129,3.70.1.133,M054,ATM,19,Student,248,1,476.19,2024-11-04 08:09:12,17,-27183852.0,0.8965538777262464,True,False,3.1818512119638416,1
2014,TX002015,AC00252,331.98,2023-08-28 16:40:01,Debit,Denver,D000302,60.153.124.80,M047,ATM,74,Retired,12,1,7600.99,2024-11-04 08:09:26,16,-37466965.0,0.043675889530606034,True,False,1.7223412741573854,1
2242,TX002243,AC00252,1169.59,2023-12-25 17:12:21,Debit,New York,D000484,142.184.68.230,M067,Online,28,Student,114,1,5946.45,2024-11-04 08:11:33,17,-27183552.0,0.19668709869470508,True,False,2.475865262862447,1
730,TX000731,AC00253,430.35,2023-02-20 17:23:03,Debit,Charlotte,D000096,217.233.219.196,M007,Online,36,Doctor,205,1,354.9,2024-11-04 08:10:51,17,-53794068.0,1.21259506304325,True,False,2.439982862317429,1
1881,TX001882,AC00253,767.66,2023-05-08 17:44:34,Debit,San Jose,D000074,193.209.134.233,M085,ATM,63,Doctor,155,1,1801.69,2024-11-04 08:12:04,17,-47140050.0,0.4260777357587724,True,False,2.9478533172797223,1
873,TX000874,AC00253,758.12,2023-07-03 18:46:29,Debit,San Francisco,D000413,179.132.235.182,M028,ATM,69,Retired,90,1,6164.65,2024-11-04 08:11:14,18,-42297885.0,0.12297859550342909,True,False,1.5184034788320195,1
2287,TX002288,AC00253,275.65,2023-08-14 16:52:32,Credit,Atlanta,D000241,6.44.165.160,M013,Branch,28,Engineer,14,1,4957.57,2024-11-04 08:08:18,16,-38675746.0,0.05560183707824229,True,False,2.893269401490475,1
248,TX000249,AC00253,842.01,2023-09-12 16:43:27,Credit,Virginia Beach,D000209,62.152.134.92,M015,Online,53,Doctor,185,1,509.45,2024-11-04 08:08:33,16,-36170706.0,1.6527823799630508,True,False,2.4230220382906738,1
1538,TX001539,AC00253,20.05,2023-11-29 17:43:51,Debit,Chicago,D000293,164.75.163.220,M018,ATM,72,Retired,171,1,7145.67,2024-11-04 08:08:00,17,-29427849.0,0.002805895034607119,True,False,1.343171756216678,1
933,TX000934,AC00254,32.46,2023-03-10 18:59:46,Debit,Charlotte,D000536,156.187.182.236,M092,Online,31,Doctor,10,1,8656.18,2024-11-04 08:09:33,18,-52232987.0,0.003749922016697987,True,False,2.5624307772931103,1
1585,TX001586,AC00254,165.91,2023-03-15 17:40:16,Debit,Jacksonville,D000574,1.198.76.182,M084,ATM,26,Student,84,1,587.12,2024-11-04 08:09:22,17,-51805746.0,0.28258277213205524,True,False,2.3986719569944386,1
1111,TX001112,AC00254,508.16,2023-03-28 18:19:10,Debit,Mesa,D000010,7.28.148.225,M038,ATM,39,Engineer,131,1,5609.44,2024-11-04 08:09:54,18,-50680244.0,0.09059014787467173,True,False,1.6097740350936018,1
1149,TX001150,AC00254,283.15,2023-08-11 16:31:43,Debit,Baltimore,D000383,36.77.94.252,M089,Online,24,Student,180,1,603.79,2024-11-04 08:11:16,16,-38936373.0,0.4689544300343757,True,False,2.0871565920122648,1
1448,TX001449,AC00254,39.24,2023-11-14 18:33:32,Debit,Dallas,D000164,214.67.148.245,M095,ATM,77,Retired,106,1,6462.41,2024-11-04 08:11:18,18,-30721066.0,0.006072038131173916,True,False,2.12548977863153,1
1245,TX001246,AC00254,175.07,2023-11-23 16:59:11,Debit,Las Vegas,D000406,58.190.9.136,M100,Online,28,Engineer,169,2,9274.64,2024-11-04 08:12:07,16,-29949176.0,0.018876204339061998,True,True,3.8373836897860927,1
2308,TX002309,AC00255,588.36,2023-01-09 16:08:44,Debit,Charlotte,D000356,82.51.236.134,M068,Online,33,Engineer,134,1,8434.99,2024-11-04 08:10:22,16,-57427298.0,0.06975230549206068,True,False,3.7155966317915157,0
1838,TX001839,AC00255,137.86,2023-08-28 16:16:57,Credit,Sacramento,D000431,110.64.1.201,M096,Online,66,Doctor,120,1,8046.94,2024-11-04 08:11:15,16,-37468458.0,0.017131978097100296,True,False,2.210925888078206,1
1006,TX001007,AC00255,353.68,2023-11-06 16:32:58,Debit,Las Vegas,D000614,147.234.20.46,M030,Online,70,Retired,145,1,6777.12,2024-11-04 08:08:35,16,-31419337.0,0.05218735974545625,True,False,2.4291327221377013,1
489,TX000490,AC00256,166.68,2023-03-27 18:47:56,Debit,Mesa,D000130,187.52.200.18,M008,ATM,57,Retired,139,1,5141.19,2024-11-04 08:12:19,18,-50765063.0,0.032420509585484085,True,False,2.9072005037854,1
2078,TX002079,AC00256,506.83,2023-04-24 17:27:12,Debit,Indianapolis,D000410,116.43.88.219,M064,Branch,37,Engineer,45,1,9975.79,2024-11-04 08:07:31,17,-48350419.0,0.05080600127828873,True,False,2.6354152985419494,1
1981,TX001982,AC00256,584.88,2023-12-19 17:19:47,Debit,Philadelphia,D000202,91.204.200.167,M042,ATM,26,Student,121,1,548.45,2024-11-04 08:11:03,17,-27701476.0,1.0664235378535227,True,False,2.588951550216911,1
549,TX000550,AC00257,73.88,2023-01-02 16:27:18,Debit,Charlotte,D000611,142.148.226.178,M015,Online,39,Doctor,34,1,6474.41,2024-11-04 08:09:09,16,-58030911.0,0.011411078366351407,True,False,1.947716922913093,1
747,TX000748,AC00257,389.63,2023-02-16 16:20:06,Debit,Mesa,D000645,155.140.33.42,M100,Online,27,Engineer,99,1,9748.48,2024-11-04 08:08:55,16,-54143329.0,0.03996828219376941,True,False,2.1220649302189534,1
1626,TX001627,AC00257,18.23,2023-03-22 17:31:23,Debit,Nashville,D000187,193.217.248.188,M064,ATM,56,Engineer,28,1,8422.2,2024-11-04 08:11:20,17,-51201597.0,0.0021645175819091002,True,False,1.6428609587342018,1
1605,TX001606,AC00257,620.54,2023-03-27 16:26:46,Credit,Omaha,D000078,161.168.126.136,M009,Branch,28,Student,98,1,213.36,2024-11-04 08:07:26,16,-50773240.0,2.908417561472742,True,False,2.1174774691350224,1
2186,TX002187,AC00257,512.76,2023-04-11 16:37:54,Debit,Fresno,D000678,210.228.226.64,M080,ATM,52,Doctor,26,1,5121.36,2024-11-04 08:07:06,16,-49476552.0,0.1001218424400514,True,False,1.665733222543648,1
162,TX000163,AC00257,60.65,2023-05-26 18:15:08,Credit,Tucson,D000456,10.144.131.89,M085,Branch,56,Retired,53,1,1047.28,2024-11-04 08:09:22,18,-45582854.0,0.05791192366977386,True,False,1.7190694913210283,1
1429,TX001430,AC00257,83.43,2023-05-30 16:28:48,Debit,New York,D000627,23.255.214.209,M012,Online,56,Retired,109,1,1870.16,2024-11-04 08:11:40,16,-45243772.0,0.0446111560261627,True,False,3.035798326284999,1
1452,TX001453,AC00257,83.62,2023-06-22 17:18:09,Debit,Raleigh,D000554,202.21.120.44,M069,ATM,48,Doctor,146,1,12652.22,2024-11-04 08:12:06,17,-43253637.0,0.006609116813800965,True,False,2.915919566972731,1
1012,TX001013,AC00257,963.77,2023-07-11 16:45:22,Debit,Louisville,D000382,32.13.122.242,M055,ATM,41,Engineer,248,1,6710.51,2024-11-04 08:10:12,16,-41613890.0,0.14362097643305655,True,False,3.3094554367365197,1
2419,TX002420,AC00257,277.22,2023-08-17 17:10:25,Debit,Kansas City,D000582,148.42.122.1,M035,Branch,35,Doctor,41,1,12104.51,2024-11-04 08:07:27,17,-38415422.0,0.022902207505382535,True,False,2.8025367119817806,1
660,TX000661,AC00257,326.29,2023-12-06 17:10:35,Debit,Denver,D000184,6.44.165.160,M025,Online,56,Engineer,179,1,8171.26,2024-11-04 08:10:44,17,-28825209.0,0.039931418116751376,True,False,1.757570796017115,1
187,TX000188,AC00258,630.36,2023-03-02 16:11:53,Debit,Mesa,D000091,200.22.195.243,M084,ATM,62,Retired,52,1,1363.65,2024-11-04 08:12:15,16,-52934422.0,0.46225937401635775,True,False,2.2172309089574664,1
1874,TX001875,AC00258,79.14,2023-04-12 17:21:31,Credit,Portland,D000236,170.99.15.217,M061,Online,57,Retired,22,1,2229.56,2024-11-04 08:08:52,17,-49387641.0,0.03549579273266567,True,False,3.704848461260842,1
2506,TX002507,AC00258,92.24,2023-04-13 17:45:33,Debit,Philadelphia,D000531,189.183.50.147,M076,Branch,60,Engineer,93,1,6937.48,2024-11-04 08:09:06,17,-49299813.0,0.013295894167196311,True,False,2.443388800121629,1
1143,TX001144,AC00258,189.03,2023-04-20 17:54:10,Debit,Oklahoma City,D000074,41.82.55.163,M046,ATM,28,Student,50,1,1916.46,2024-11-04 08:09:07,17,-48694497.0,0.09863498273569507,True,False,2.018914026641444,1
255,TX000256,AC00258,237.99,2023-05-08 16:45:11,Credit,Kansas City,D000563,168.55.35.243,M043,Branch,39,Doctor,86,1,8510.09,2024-11-04 08:11:36,16,-47143585.0,0.027965626652637486,True,False,4.939005517518973,0
1031,TX001032,AC00258,66.69,2023-11-01 16:03:17,Credit,San Antonio,D000624,52.50.209.49,M043,Branch,25,Student,140,1,1210.33,2024-11-04 08:07:16,16,-31853039.0,0.055100674567261206,True,False,0.8123613471872719,1
1604,TX001605,AC00258,304.15,2023-11-28 16:09:34,Debit,Atlanta,D000012,214.67.148.245,M010,Branch,20,Student,40,1,686.91,2024-11-04 08:10:17,16,-29520043.0,0.44277997928724316,True,False,2.983918464303516,1
1322,TX001323,AC00259,202.34,2023-01-10 16:32:06,Debit,New York,D000023,146.250.144.172,M049,Online,20,Student,134,1,1223.45,2024-11-04 08:11:25,16,-57339559.0,0.1653847712175833,True,False,1.9477184452453857,1
1611,TX001612,AC00259,35.94,2023-05-08 16:22:52,Credit,Fresno,D000187,149.84.108.18,M050,Branch,23,Student,141,1,1697.28,2024-11-04 08:09:24,16,-47144792.0,0.0211750564363272,True,False,2.000327220185059,1
1760,TX001761,AC00259,373.99,2023-10-23 16:27:20,Debit,Sacramento,D000617,11.3.59.231,M097,ATM,60,Doctor,140,1,8590.5,2024-11-04 08:07:10,16,-32629190.0,0.04353530057210256,True,False,2.3535654035490343,1
245,TX000246,AC00260,97.22,2023-02-20 17:30:19,Credit,Atlanta,D000507,188.205.152.176,M063,Branch,77,Retired,55,1,6647.73,2024-11-04 08:11:17,17,-53793658.0,0.014624540986736014,True,False,4.018748422372735,1
1267,TX001268,AC00260,249.34,2023-08-15 17:21:47,Debit,Charlotte,D000498,152.140.239.181,M088,ATM,26,Engineer,197,1,3030.97,2024-11-04 08:07:57,17,-38587570.0,0.0822640934015708,True,False,5.607877940925555,1
2372,TX002373,AC00260,95.23,2023-10-16 18:47:17,Debit,Denver,D000287,5.252.94.135,M077,Online,20,Student,60,3,966.88,2024-11-04 08:11:38,18,-33225861.0,0.09849205590670967,True,True,1.870852376936055,1
1975,TX001976,AC00260,79.21,2023-11-24 17:52:34,Debit,Colorado Springs,D000014,165.143.173.165,M055,Branch,56,Retired,140,1,1615.04,2024-11-04 08:07:01,17,-29859267.0,0.049045224582392855,True,False,2.4930454355461578,1
356,TX000357,AC00261,121.82,2023-02-07 17:20:24,Debit,Colorado Springs,D000095,186.54.68.246,M094,Online,69,Doctor,123,3,8354.54,2024-11-04 08:08:07,17,-54917263.0,0.014581293506786375,True,True,2.4938134287793194,1
1724,TX001725,AC00261,16.27,2023-02-13 17:58:45,Debit,Atlanta,D000697,155.37.19.43,M038,ATM,57,Doctor,44,1,10971.32,2024-11-04 08:09:04,17,-54396619.0,0.001482957382080773,True,False,4.4722308070281676,1
2094,TX002095,AC00261,26.1,2023-02-17 16:21:21,Debit,Mesa,D000353,77.92.193.22,M001,ATM,27,Student,32,1,1435.72,2024-11-04 08:07:09,16,-54056748.0,0.018179031996635613,True,False,6.903153547126293,0
1418,TX001419,AC00261,7.38,2023-03-15 16:47:45,Debit,Houston,D000011,156.96.135.18,M076,Online,67,Retired,105,1,2923.83,2024-11-04 08:10:18,16,-51808953.0,0.002524086549067194,True,False,2.48674620820245,1
1287,TX001288,AC00261,451.68,2023-04-18 18:55:32,Debit,Houston,D000113,210.160.90.52,M072,Online,33,Engineer,15,1,4381.54,2024-11-04 08:09:51,18,-48863659.0,0.10308704222011658,True,False,4.271676884270429,0
1640,TX001641,AC00261,1.41,2023-06-07 17:02:33,Debit,Sacramento,D000344,170.225.23.251,M084,ATM,53,Retired,278,1,1244.17,2024-11-04 08:12:04,17,-44550571.0,0.001133285635135989,True,False,3.280457705786613,1
1999,TX002000,AC00261,27.64,2023-06-09 17:14:26,Debit,New York,D000044,208.142.57.37,M065,Online,54,Engineer,23,1,7498.51,2024-11-04 08:08:22,17,-44376836.0,0.003686065626789768,True,False,2.0332614539592626,1
1383,TX001384,AC00261,508.73,2023-07-14 16:22:54,Debit,Chicago,D000316,172.184.35.29,M071,Branch,59,Retired,89,1,7640.57,2024-11-04 08:09:07,16,-41355973.0,0.06658272868832728,True,False,2.393080297377132,1
2369,TX002370,AC00262,459.29,2023-01-26 18:07:00,Credit,Kansas City,D000610,113.201.172.36,M016,Online,64,Retired,109,1,1006.12,2024-11-04 08:11:08,18,-55951448.0,0.4564962384556888,True,False,1.7436775232252755,1
793,TX000794,AC00262,408.28,2023-03-15 16:33:09,Credit,Nashville,D000638,142.148.226.178,M028,Branch,21,Student,125,3,1222.77,2024-11-04 08:10:10,16,-51809821.0,0.3338976231515524,True,True,2.628976796008041,1
423,TX000424,AC00262,1096.7,2023-03-27 16:51:20,Debit,Colorado Springs,D000234,167.164.55.0,M005,Online,24,Student,147,1,1093.89,2024-11-04 08:11:28,16,-50772008.0,1.0025688048837744,True,False,2.7797050888285244,1
1129,TX001130,AC00262,316.56,2023-08-29 18:30:14,Debit,Denver,D000457,13.188.62.74,M052,Online,28,Engineer,261,1,8643.51,2024-11-04 08:09:57,18,-37373983.0,0.03662401034229843,True,False,2.6095941273382524,1
641,TX000642,AC00262,71.53,2023-10-30 16:49:25,Credit,Jacksonville,D000420,11.188.75.155,M030,Branch,68,Retired,39,1,2393.73,2024-11-04 08:12:00,16,-32023355.0,0.02988223387816406,True,False,2.9189092993913577,1
1792,TX001793,AC00263,53.83,2023-05-31 17:21:07,Debit,Baltimore,D000471,4.134.78.167,M062,Branch,70,Retired,131,1,4580.59,2024-11-04 08:11:45,17,-45154238.0,0.01175176121034242,True,False,2.231323706571831,1
271,TX000272,AC00263,251.18,2023-06-01 16:51:11,Debit,San Jose,D000056,134.222.122.238,M058,ATM,42,Engineer,246,1,8303.9,2024-11-04 08:07:55,16,-45069404.0,0.03024843744475676,True,False,1.597310392737896,1
1201,TX001202,AC00263,471.75,2023-06-06 18:31:06,Credit,San Jose,D000443,100.4.40.132,M048,Branch,34,Doctor,41,1,12948.5,2024-11-04 08:10:54,18,-44631588.0,0.0364327914148876,True,False,1.8972768153779027,1
866,TX000867,AC00263,98.71,2023-09-18 17:41:29,Debit,Fort Worth,D000276,79.227.202.117,M070,ATM,32,Doctor,117,1,10095.23,2024-11-04 08:07:42,17,-35648773.0,0.009777885189561917,True,False,2.2257393356697555,1
2045,TX002046,AC00263,675.37,2023-12-29 16:45:06,Credit,Jacksonville,D000508,10.223.224.50,M001,Online,56,Retired,31,1,4704.91,2024-11-04 08:11:11,16,-26839565.0,0.14354578484275834,True,False,2.2736691288167177,1
373,TX000374,AC00264,144.77,2023-07-17 16:48:23,Debit,Albuquerque,D000194,57.166.147.242,M007,Online,20,Student,159,1,867.32,2024-11-04 08:10:54,16,-41095351.0,0.16691647642258364,True,False,2.532292369194316,1
1318,TX001319,AC00264,101.52,2023-08-09 16:22:25,Debit,Tucson,D000002,63.82.133.139,M086,ATM,49,Engineer,98,1,2018.9,2024-11-04 08:08:38,16,-39109573.0,0.05028480831004602,True,False,1.7837255963483394,1
907,TX000908,AC00264,653.97,2023-10-04 17:41:08,Debit,Miami,D000464,141.241.241.128,M067,Online,37,Engineer,100,1,3886.65,2024-11-04 08:11:57,17,-34266649.0,0.1682605838749036,True,False,1.6995183932008977,1
454,TX000455,AC00264,611.11,2023-10-18 18:32:31,Debit,Detroit,D000215,141.201.46.191,M045,ATM,20,Student,282,4,919.84,2024-11-04 08:11:12,18,-33053921.0,0.6643655346107418,True,True,1.9292222346841175,1
328,TX000329,AC00264,354.4,2023-11-06 17:23:08,Debit,Chicago,D000416,87.234.36.48,M046,ATM,74,Retired,128,1,7358.65,2024-11-04 08:10:00,17,-31416412.0,0.04816100772810093,True,False,2.3260264288347776,1
